user id,Age,Urbain,"Casual, Urbancool, Streetwear, Kawaii","Chic, Smart, Working Girl","Rock, Gothique","Engagée, Made in France",Fatale,"Bohême, Romantique",Vintage,Inconnu,access_brand,mass_brand,premium_brand,hdg_brand,prestige_brand,luxe_brand,bio_brand,access_mode,mass_market,premium_mode,hdg_mode,prestige_mode,luxe_mode,vintage_mode,eco_responsable_mode,like_price,dislike_price,like_Naturel,dislike_Naturel,like_Synthetique,dislike_Synthetique,like_Ecolabel,dislike_Ecolabel,like_vif,dislike_vif,like_neutre,dislike_neutre,cluster
1081,23.0,1,4,3,1,1,1,1,0,0,1,8,5,7,14,13,7,11,20,17,8,6,9,3,1,6057.86,23287.9,0.16,0.6,0.02,0.3,0.0,0.0,0.0,0.36,0.2,0.58,4
1082,24.0,0,1,1,0,0,1,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,0,0,14471.92,14873.84,0.34,0.42,0.12,0.2,0.0,0.0,0.1,0.26,0.4,0.38,4
1083,24.0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2346.0,26999.76,0.06,0.7,0.1,0.22,0.0,0.0,0.06,0.3,0.08,0.7,4
1084,23.0,0,0,2,0,0,1,1,0,0,0,6,2,1,8,7,0,6,15,11,5,7,12,0,0,20697.8,8647.96,0.54,0.22,0.18,0.14,0.0,0.0,0.16,0.2,0.56,0.22,4
1085,22.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,489.98,28855.78,0.04,0.72,0.04,0.28,0.0,0.0,0.02,0.34,0.06,0.72,4
1086,24.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8116.0,21229.76,0.08,0.68,0.04,0.28,0.0,0.0,0.02,0.34,0.1,0.68,4
1087,25.0,1,0,1,0,0,0,1,0,0,0,3,1,0,2,1,0,4,5,1,0,0,2,0,0,9511.82,19833.94,0.3,0.46,0.2,0.12,0.0,0.0,0.12,0.24,0.4,0.38,4
1088,24.0,0,3,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8279.8,21065.96,0.28,0.48,0.18,0.14,0.0,0.0,0.08,0.28,0.34,0.44,4
1089,21.0,1,1,1,1,2,1,1,0,0,1,6,2,2,9,5,1,5,12,8,5,4,10,1,0,9921.9,19423.86,0.32,0.44,0.16,0.16,0.0,0.0,0.04,0.32,0.4,0.38,4
1090,22.0,1,4,3,2,2,1,2,1,0,0,1,1,0,4,1,2,1,1,1,0,0,1,0,0,7745.923076923077,21484.5,0.28205128205128205,0.5512820512820513,0.16666666666666666,0.24358974358974358,0.01282051282051282,0.0,0.10256410256410256,0.2564102564102564,0.3717948717948718,0.6153846153846154,4
1091,21.0,0,1,3,0,0,0,1,1,0,0,0,1,0,0,1,0,3,11,7,0,0,0,0,1,11151.84,18193.92,0.3,0.46,0.12,0.2,0.0,0.0,0.12,0.24,0.34,0.44,4
1092,20.0,1,1,1,0,0,1,1,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,8213.78,21131.98,0.32,0.44,0.14,0.18,0.0,0.0,0.12,0.24,0.36,0.42,4
1093,21.0,0,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10777.816513761469,12694.412844036697,0.3211009174311927,0.3486238532110092,0.3119266055045872,0.24770642201834864,0.009174311926605505,0.009174311926605505,0.1743119266055046,0.22935779816513763,0.44954128440366975,0.3944954128440367,4
1094,24.0,1,0,3,0,0,0,0,1,0,0,2,0,0,1,0,0,5,11,8,2,4,9,0,0,12073.92,17271.84,0.28,0.48,0.14,0.18,0.0,0.0,0.1,0.26,0.36,0.42,4
1095,27.0,1,2,1,0,0,0,0,0,0,0,3,0,1,1,0,1,6,7,2,0,0,1,0,0,12899.92,16445.84,0.36,0.4,0.14,0.18,0.0,0.0,0.16,0.2,0.42,0.36,4
1096,25.0,1,1,1,1,1,1,1,0,0,0,6,2,1,8,8,3,0,0,0,0,0,0,0,0,8083.88,21261.88,0.18,0.58,0.16,0.16,0.0,0.0,0.08,0.28,0.26,0.52,4
1097,24.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15121.78,14223.98,0.5,0.26,0.2,0.12,0.0,0.0,0.14,0.22,0.56,0.22,4
1098,24.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18250.0,26314.9,0.2,0.7,0.0,0.2,0.0,0.0,0.05,0.2,0.15,0.7,4
1100,21.0,1,2,3,1,0,1,1,0,0,0,6,0,0,5,4,0,5,19,4,4,2,8,0,1,11239.94,18105.82,0.26,0.5,0.14,0.18,0.0,0.0,0.06,0.3,0.32,0.46,4
1101,24.0,0,1,0,1,0,0,1,0,0,0,2,1,0,1,2,1,4,10,1,0,0,0,0,0,7959.98,21385.78,0.2,0.56,0.12,0.2,0.0,0.0,0.08,0.28,0.22,0.56,4
1102,26.0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,4,0,0,1,0,0,28951.76,394.0,0.76,0.0,0.24,0.08,0.0,0.0,0.28,0.08,0.78,0.0,4
